P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions
,,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,,SP,Emerson Hancock (44214088),Emerson Hancock,44214088,P,6100,SEA@COL 09/20/2026 03:10PM ET,SEA,15.32
,,,,,,,,,,,RP,Mike Clevinger (44214078),Mike Clevinger,44214078,P,6100,KC@PIT 09/20/2026 01:35PM ET,PIT,0
,,,,,,,,,,,RP,Carmen Mlodzinski (44214079),Carmen Mlodzinski,44214079,P,6100,KC@PIT 09/20/2026 01:35PM ET,PIT,7.75
,,,,,,,,,,,RP,Thomas Harrington (44214080),Thomas Harrington,44214080,P,6100,KC@PIT 09/20/2026 01:35PM ET,PIT,0
,,,,,,,,,,,SP,Noah Murdock (44214081),Noah Murdock,44214081,P,6100,KC@PIT 09/20/2026 01:35PM ET,PIT,3.97
,,,,,,,,,,,SP,Alec Marsh (44214089),Alec Marsh,44214089,P,6100,KC@PIT 09/20/2026 01:35PM ET,KC,0
,,,,,,,,,,,SP,Ben Kudrna (44214090),Ben Kudrna,44214090,P,6100,KC@PIT 09/20/2026 01:35PM ET,KC,0
,,,,,,,,,,,RP,Connor Thomas (44214091),Connor Thomas,44214091,P,6100,KC@PIT 09/20/2026 01:35PM ET,KC,0.99
,,,,,,,,,,,SP,Michael McGreevy (44214083),Michael McGreevy,44214083,P,6100,WSH@STL 09/20/2026 02:15PM ET,STL,11.98
,,,,,,,,,,,OF,Juan Soto (44213430),Juan Soto,44213430,OF,6100,PHI@NYM 09/20/2026 01:10PM ET,NYM,9.22
,,,,,,,,,,,SS,Elly De La Cruz (44213431),Elly De La Cruz,44213431,SS,6000,CHC@CIN 09/20/2026 01:40PM ET,CIN,9.93
,,,,,,,,,,,SP,Braxton Garrett (44214096),Braxton Garrett,44214096,P,6000,CHC@CIN 09/20/2026 01:40PM ET,CHC,-1.62
,,,,,,,,,,,RP,Martin Perez (44213418),Martin Perez,44213418,P,6000,ATL@HOU 09/20/2026 02:10PM ET,ATL,11.94
,,,,,,,,,,,RP,Mitch Spence (44214095),Mitch Spence,44214095,P,6000,KC@PIT 09/20/2026 01:35PM ET,KC,-9.27
,,,,,,,,,,,RP,Daniel Lynch IV (44214097),Daniel Lynch IV,44214097,P,6000,KC@PIT 09/20/2026 01:35PM ET,KC,3.58
,,,,,,,,,,,RP,Lake Bachar (44214098),Lake Bachar,44214098,P,6000,KC@PIT 09/20/2026 01:35PM ET,PIT,4.78
,,,,,,,,,,,SP,David Davalillo (44214100),David Davalillo,44214100,P,5900,TOR@TEX 09/20/2026 02:35PM ET,TEX,0
,,,,,,,,,,,SP,Leandro Lopez (44214101),Leandro Lopez,44214101,P,5900,TOR@TEX 09/20/2026 02:35PM ET,TEX,0
,,,,,,,,,,,SP,Jose Corniell (44214102),Jose Corniell,44214102,P,5900,TOR@TEX 09/20/2026 02:35PM ET,TEX,-5.62
,,,,,,,,,,,RP,Winston Santos (44214103),Winston Santos,44214103,P,5900,TOR@TEX 09/20/2026 02:35PM ET,TEX,0.7
,,,,,,,,,,,RP,Tyler Alexander (44214104),Tyler Alexander,44214104,P,5900,TOR@TEX 09/20/2026 02:35PM ET,TEX,2.65
,,,,,,,,,,,RP,Trevor Williams (44214105),Trevor Williams,44214105,P,5900,TOR@TEX 09/20/2026 02:35PM ET,TEX,7.04
,,,,,,,,,,,RP,Cole Winn (44214106),Cole Winn,44214106,P,5900,TOR@TEX 09/20/2026 02:35PM ET,TEX,2.37
,,,,,,,,,,,RP,Adam Macko (44214107),Adam Macko,44214107,P,5900,TOR@TEX 09/20/2026 02:35PM ET,TEX,2.23
,,,,,,,,,,,SP,Jordan Montgomery (44214108),Jordan Montgomery,44214108,P,5900,TOR@TEX 09/20/2026 02:35PM ET,TEX,4.90
,,,,,,,,,,,RP,Jakob Junis (44214109),Jakob Junis,44214109,P,5900,TOR@TEX 09/20/2026 02:35PM ET,TEX,2.23
,,,,,,,,,,,RP,Chase Silseth (44214110),Chase Silseth,44214110,P,5900,TOR@TEX 09/20/2026 02:35PM ET,TEX,2.71
,,,,,,,,,,,SP,Bryce Miller (44214113),Bryce Miller,44214113,P,5900,SEA@COL 09/20/2026 03:10PM ET,SEA,14.97
,,,,,,,,,,,OF,Yordan Alvarez (44213432),Yordan Alvarez,44213432,OF,5900,ATL@HOU 09/20/2026 02:10PM ET,HOU,9.82
,,,,,,,,,,,RP,Joey Wentz (44214111),Joey Wentz,44214111,P,5900,ATL@HOU 09/20/2026 02:10PM ET,ATL,0
,,,,,,,,,,,RP,Victor Mederos (44214115),Victor Mederos,44214115,P,5900,ATL@HOU 09/20/2026 02:10PM ET,ATL,3.53
,,,,,,,,,,,RP,Owen Murphy (44214116),Owen Murphy,44214116,P,5900,ATL@HOU 09/20/2026 02:10PM ET,ATL,4.31
,,,,,,,,,,,RP,Didier Fuentes (44214117),Didier Fuentes,44214117,P,5900,ATL@HOU 09/20/2026 02:10PM ET,ATL,5.14
,,,,,,,,,,,SS,Bobby Witt Jr. (44213433),Bobby Witt Jr.,44213433,SS,5900,KC@PIT 09/20/2026 01:35PM ET,KC,9.32
,,,,,,,,,,,RP,Khristian Curtis (44214099),Khristian Curtis,44214099,P,5900,KC@PIT 09/20/2026 01:35PM ET,PIT,7.16
,,,,,,,,,,,RP,Mason Black (44214112),Mason Black,44214112,P,5900,KC@PIT 09/20/2026 01:35PM ET,KC,2.82
,,,,,,,,,,,RP,Beck Way (44214114),Beck Way,44214114,P,5900,KC@PIT 09/20/2026 01:35PM ET,KC,2.93
,,,,,,,,,,,SP,Marco Gonzales (44214118),Marco Gonzales,44214118,P,5800,TOR@TEX 09/20/2026 02:35PM ET,TEX,4.13
,,,,,,,,,,,3B,Alex Bregman (44213434),Alex Bregman,44213434,3B,5800,CHC@CIN 09/20/2026 01:40PM ET,CHC,8.29
,,,,,,,,,,,RP,Wilber Dotel (44214119),Wilber Dotel,44214119,P,5800,KC@PIT 09/20/2026 01:35PM ET,PIT,4.64
,,,,,,,,,,,SP,Jake Irvin (44213419),Jake Irvin,44213419,P,5800,WSH@STL 09/20/2026 02:15PM ET,WSH,10.59
,,,,,,,,,,,2B/SS,CJ Abrams (44213435),CJ Abrams,44213435,2B/SS,5800,WSH@STL 09/20/2026 02:15PM ET,WSH,9.51
,,,,,,,,,,,RP,Jose Urquidy (44214120),Jose Urquidy,44214120,P,5800,PHI@NYM 09/20/2026 01:10PM ET,PHI,6.10
,,,,,,,,,,,SP,Jake Bloss (44214123),Jake Bloss,44214123,P,5700,TOR@TEX 09/20/2026 02:35PM ET,TOR,0
,,,,,,,,,,,SP,Ricky Tiedemann (44214124),Ricky Tiedemann,44214124,P,5700,TOR@TEX 09/20/2026 02:35PM ET,TOR,4.06
,,,,,,,,,,,RP,Spencer Miles (44214125),Spencer Miles,44214125,P,5700,TOR@TEX 09/20/2026 02:35PM ET,TOR,6.16
,,,,,,,,,,,RP,Mason Fluharty (44214126),Mason Fluharty,44214126,P,5700,TOR@TEX 09/20/2026 02:35PM ET,TOR,2.52
,,,,,,,,,,,RP,Bowden Francis (44214128),Bowden Francis,44214128,P,5700,TOR@TEX 09/20/2026 02:35PM ET,TOR,0
,,,,,,,,,,,C,Hunter Goodman (44213437),Hunter Goodman,44213437,C,5700,SEA@COL 09/20/2026 03:10PM ET,COL,8.56
,,,,,,,,,,,SP,Tekoah Roby (44214121),Tekoah Roby,44214121,P,5700,WSH@STL 09/20/2026 02:15PM ET,STL,0
,,,,,,,,,,,SP,Brycen Mautz (44214122),Brycen Mautz,44214122,P,5700,WSH@STL 09/20/2026 02:15PM ET,STL,4.31
,,,,,,,,,,,RP,Cooper Hjerpe (44214127),Cooper Hjerpe,44214127,P,5700,WSH@STL 09/20/2026 02:15PM ET,STL,9.68
,,,,,,,,,,,1B,Kyle Schwarber (44213438),Kyle Schwarber,44213438,1B,5700,PHI@NYM 09/20/2026 01:10PM ET,PHI,9.02
,,,,,,,,,,,RP,Shane Smith (44214140),Shane Smith,44214140,P,5600,DET@CWS 09/20/2026 02:10PM ET,CWS,2.52
,,,,,,,,,,,SP,Noah Schultz (44214141),Noah Schultz,44214141,P,5600,DET@CWS 09/20/2026 02:10PM ET,CWS,8.40
,,,,,,,,,,,RP,Jordan Hicks (44214142),Jordan Hicks,44214142,P,5600,DET@CWS 09/20/2026 02:10PM ET,CWS,2.96
,,,,,,,,,,,SP,Jonathan Cannon (44214143),Jonathan Cannon,44214143,P,5600,DET@CWS 09/20/2026 02:10PM ET,CWS,1.68
,,,,,,,,,,,SP,Gunnar Hoglund (44214144),Gunnar Hoglund,44214144,P,5600,ATH@CLE 09/20/2026 01:40PM ET,ATH,0
,,,,,,,,,,,C,Cal Raleigh (44213439),Cal Raleigh,44213439,C,5600,SEA@COL 09/20/2026 03:10PM ET,SEA,6.73
,,,,,,,,,,,SP,Mason Adams (44214145),Mason Adams,44214145,P,5600,SEA@COL 09/20/2026 03:10PM ET,COL,9.67
,,,,,,,,,,,2B,Brandon Lowe (44213440),Brandon Lowe,44213440,2B,5600,KC@PIT 09/20/2026 01:35PM ET,PIT,8.60
,,,,,,,,,,,SP,Chase Hampton (44214129),Chase Hampton,44214129,P,5600,WSH@STL 09/20/2026 02:15PM ET,WSH,0
,,,,,,,,,,,SP,DJ Herz (44214130),DJ Herz,44214130,P,5600,WSH@STL 09/20/2026 02:15PM ET,WSH,0
,,,,,,,,,,,RP,Zak Kent (44214131),Zak Kent,44214131,P,5600,WSH@STL 09/20/2026 02:15PM ET,WSH,2.23
,,,,,,,,,,,SP,Mitchell Parker (44214132),Mitchell Parker,44214132,P,5600,WSH@STL 09/20/2026 02:15PM ET,WSH,3.42
,,,,,,,,,,,RP,Eddy Yean (44214133),Eddy Yean,44214133,P,5600,WSH@STL 09/20/2026 02:15PM ET,WSH,3.27
,,,,,,,,,,,RP,Will Dion (44214134),Will Dion,44214134,P,5600,WSH@STL 09/20/2026 02:15PM ET,WSH,5.49
,,,,,,,,,,,SP,Luis Perales (44214135),Luis Perales,44214135,P,5600,WSH@STL 09/20/2026 02:15PM ET,WSH,2.33
,,,,,,,,,,,SP,Josiah Gray (44214136),Josiah Gray,44214136,P,5600,WSH@STL 09/20/2026 02:15PM ET,WSH,1.65
,,,,,,,,,,,RP,Matt Waldron (44214137),Matt Waldron,44214137,P,5600,WSH@STL 09/20/2026 02:15PM ET,WSH,3.88
,,,,,,,,,,,RP,Paxton Schultz (44214138),Paxton Schultz,44214138,P,5600,WSH@STL 09/20/2026 02:15PM ET,WSH,2.29
,,,,,,,,,,,SP,Ken Waldichuk (44214139),Ken Waldichuk,44214139,P,5600,WSH@STL 09/20/2026 02:15PM ET,WSH,2.8
,,,,,,,,,,,RP,Jack Perkins (44213420),Jack Perkins,44213420,P,5500,ATH@CLE 09/20/2026 01:40PM ET,ATH,7.42
,,,,,,,,,,,3B,Jose Ramirez (44213441),Jose Ramirez,44213441,3B,5500,ATH@CLE 09/20/2026 01:40PM ET,CLE,8.23
,,,,,,,,,,,SP,Braden Nett (44214146),Braden Nett,44214146,P,5500,ATH@CLE 09/20/2026 01:40PM ET,ATH,0
,,,,,,,,,,,SP,Henry Baez (44214147),Henry Baez,44214147,P,5500,ATH@CLE 09/20/2026 01:40PM ET,ATH,0
,,,,,,,,,,,SP,Luis Morales (44214148),Luis Morales,44214148,P,5500,ATH@CLE 09/20/2026 01:40PM ET,ATH,-2.24
,,,,,,,,,,,RP,Joey Estes (44214149),Joey Estes,44214149,P,5500,ATH@CLE 09/20/2026 01:40PM ET,ATH,0.05
,,,,,,,,,,,RP,Jose Suarez (44214150),Jose Suarez,44214150,P,5500,ATH@CLE 09/20/2026 01:40PM ET,ATH,2.73
,,,,,,,,,,,RP,Seth Johnson (44214151),Seth Johnson,44214151,P,5500,ATH@CLE 09/20/2026 01:40PM ET,ATH,2.81
,,,,,,,,,,,SP,Luis Medina (44214152),Luis Medina,44214152,P,5500,ATH@CLE 09/20/2026 01:40PM ET,ATH,4.36
,,,,,,,,,,,RP,Yunior Tur (44214153),Yunior Tur,44214153,P,5500,ATH@CLE 09/20/2026 01:40PM ET,ATH,-1.42
,,,,,,,,,,,RP,Joe Rock (44214154),Joe Rock,44214154,P,5500,ATH@CLE 09/20/2026 01:40PM ET,ATH,3.81
,,,,,,,,,,,OF,Ronald Acuna Jr. (44213442),Ronald Acuna Jr.,44213442,OF,5500,ATL@HOU 09/20/2026 02:10PM ET,ATL,9.10
,,,,,,,,,,,SP,Richard Fitts (44214155),Richard Fitts,44214155,P,5500,WSH@STL 09/20/2026 02:15PM ET,STL,0
,,,,,,,,,,,RP,Jared Simpson (44214156),Jared Simpson,44214156,P,5500,WSH@STL 09/20/2026 02:15PM ET,WSH,1.74
,,,,,,,,,,,RP,Carson Palmquist (44214157),Carson Palmquist,44214157,P,5500,WSH@STL 09/20/2026 02:15PM ET,WSH,1.78
,,,,,,,,,,,SP,Rhett Lowder (44213421),Rhett Lowder,44213421,P,5400,CHC@CIN 09/20/2026 01:40PM ET,CIN,8.25
,,,,,,,,,,,1B,Sal Stewart (44213446),Sal Stewart,44213446,1B,5400,CHC@CIN 09/20/2026 01:40PM ET,CIN,8.70
,,,,,,,,,,,1B/3B,Miguel Vargas (44213444),Miguel Vargas,44213444,1B/3B,5400,DET@CWS 09/20/2026 02:10PM ET,CWS,9.16
,,,,,,,,,,,RP,Mason Barnett (44214158),Mason Barnett,44214158,P,5400,ATH@CLE 09/20/2026 01:40PM ET,ATH,3.66
,,,,,,,,,,,SP,Kade Morris (44214159),Kade Morris,44214159,P,5400,ATH@CLE 09/20/2026 01:40PM ET,ATH,-1.17
,,,,,,,,,,,RP,Brady Basso (44214160),Brady Basso,44214160,P,5400,ATH@CLE 09/20/2026 01:40PM ET,ATH,3.11
,,,,,,,,,,,OF,Jake McCarthy (44213443),Jake McCarthy,44213443,OF,5400,SEA@COL 09/20/2026 03:10PM ET,COL,8.86
,,,,,,,,,,,OF/SS,Cole Carrigg (44213447),Cole Carrigg,44213447,SS/OF,5400,SEA@COL 09/20/2026 03:10PM ET,COL,8
,,,,,,,,,,,OF,Wilyer Abreu (44213449),Wilyer Abreu,44213449,OF,5300,BOS@TB 09/20/2026 01:40PM ET,BOS,7.87
,,,,,,,,,,,OF,Jac Caglianone (44213450),Jac Caglianone,44213450,OF,5300,KC@PIT 09/20/2026 01:35PM ET,KC,7.47
,,,,,,,,,,,RP,Moises Chace (44214161),Moises Chace,44214161,P,5300,PHI@NYM 09/20/2026 01:10PM ET,PHI,0
,,,,,,,,,,,OF,Seiya Suzuki (44213452),Seiya Suzuki,44213452,OF,5200,CHC@CIN 09/20/2026 01:40PM ET,CHC,8.67
,,,,,,,,,,,SP,Tomoyuki Sugano (44213422),Tomoyuki Sugano,44213422,P,5200,SEA@COL 09/20/2026 03:10PM ET,COL,9.04
,,,,,,,,,,,OF,Jordan Walker (44213451),Jordan Walker,44213451,OF,5200,WSH@STL 09/20/2026 02:15PM ET,STL,8.86
,,,,,,,,,,,RP,Tim Mayza (44214162),Tim Mayza,44214162,P,5200,PHI@NYM 09/20/2026 01:10PM ET,PHI,3.34
,,,,,,,,,,,RP,Alan Rangel (44214163),Alan Rangel,44214163,P,5200,PHI@NYM 09/20/2026 01:10PM ET,PHI,7.84
,,,,,,,,,,,RP,Braydon Fisher (44213423),Braydon Fisher,44213423,P,5100,TOR@TEX 09/20/2026 02:35PM ET,TOR,2.89
,,,,,,,,,,,3B/SS,Kevin McGonigle (44213453),Kevin McGonigle,44213453,3B/SS,5100,DET@CWS 09/20/2026 02:10PM ET,DET,8.39
,,,,,,,,,,,OF,Bryce Harper (44213455),Bryce Harper,44213455,OF,5100,PHI@NYM 09/20/2026 01:10PM ET,PHI,8.51
,,,,,,,,,,,3B,Zack Gelof (44213456),Zack Gelof,44213456,3B,5000,ATH@CLE 09/20/2026 01:40PM ET,ATH,7.95
,,,,,,,,,,,OF,Julio Rodriguez (44213457),Julio Rodriguez,44213457,OF,5000,SEA@COL 09/20/2026 03:10PM ET,SEA,7.60
,,,,,,,,,,,1B,Matt Olson (44213458),Matt Olson,44213458,1B,5000,ATL@HOU 09/20/2026 02:10PM ET,ATL,8.59
,,,,,,,,,,,RP,Antwone Kelly (44213424),Antwone Kelly,44213424,P,5000,KC@PIT 09/20/2026 01:35PM ET,PIT,3.51
,,,,,,,,,,,SP,Chase Dollander (44214164),Chase Dollander,44214164,P,4900,SEA@COL 09/20/2026 03:10PM ET,COL,13.1
,,,,,,,,,,,SP,Ryan Feltner (44214165),Ryan Feltner,44214165,P,4900,SEA@COL 09/20/2026 03:10PM ET,COL,8.63
,,,,,,,,,,,SP,Pierson Ohl (44214166),Pierson Ohl,44214166,P,4900,SEA@COL 09/20/2026 03:10PM ET,COL,0
,,,,,,,,,,,RP,Zach Agnos (44214167),Zach Agnos,44214167,P,4900,SEA@COL 09/20/2026 03:10PM ET,COL,2.77
,,,,,,,,,,,OF,Bryan Reynolds (44213460),Bryan Reynolds,44213460,OF,4900,KC@PIT 09/20/2026 01:35PM ET,PIT,7.97
,,,,,,,,,,,1B,Alec Burleson (44213459),Alec Burleson,44213459,1B,4900,WSH@STL 09/20/2026 02:15PM ET,STL,8.26
,,,,,,,,,,,1B,Willson Contreras (44213461),Willson Contreras,44213461,1B,4800,BOS@TB 09/20/2026 01:40PM ET,BOS,8.50
,,,,,,,,,,,OF,Mickey Moniak (44213463),Mickey Moniak,44213463,OF,4800,SEA@COL 09/20/2026 03:10PM ET,COL,6.98
,,,,,,,,,,,RP,Tanner Gordon (44214168),Tanner Gordon,44214168,P,4800,SEA@COL 09/20/2026 03:10PM ET,COL,7.35
,,,,,,,,,,,SP,Sean Sullivan (44214169),Sean Sullivan,44214169,P,4800,SEA@COL 09/20/2026 03:10PM ET,COL,1.89
,,,,,,,,,,,RP,Gabriel Hughes (44214170),Gabriel Hughes,44214170,P,4800,SEA@COL 09/20/2026 03:10PM ET,COL,7.79
,,,,,,,,,,,SP,Kyle Freeland (44214171),Kyle Freeland,44214171,P,4800,SEA@COL 09/20/2026 03:10PM ET,COL,8.65
,,,,,,,,,,,SS,Francisco Lindor (44213462),Francisco Lindor,44213462,SS,4800,PHI@NYM 09/20/2026 01:10PM ET,NYM,7.85
,,,,,,,,,,,1B,Munetaka Murakami (44213464),Munetaka Murakami,44213464,1B,4700,DET@CWS 09/20/2026 02:10PM ET,CWS,8.32
,,,,,,,,,,,OF,Riley Greene (44213465),Riley Greene,44213465,OF,4700,DET@CWS 09/20/2026 02:10PM ET,DET,8.13
,,,,,,,,,,,RP,Jose Quintana (44214172),Jose Quintana,44214172,P,4700,SEA@COL 09/20/2026 03:10PM ET,COL,5.78
,,,,,,,,,,,1B/3B,Yandy Diaz (44213466),Yandy Diaz,44213466,1B/3B,4600,BOS@TB 09/20/2026 01:40PM ET,TB,8.16
,,,,,,,,,,,OF,Dominic Canzone (44213468),Dominic Canzone,44213468,OF,4600,SEA@COL 09/20/2026 03:10PM ET,SEA,6.75
,,,,,,,,,,,C,Drake Baldwin (44213469),Drake Baldwin,44213469,C,4600,ATL@HOU 09/20/2026 02:10PM ET,ATL,8.40
,,,,,,,,,,,1B,Michael Busch (44213470),Michael Busch,44213470,1B,4500,CHC@CIN 09/20/2026 01:40PM ET,CHC,7.42
,,,,,,,,,,,2B,Travis Bazzana (44213471),Travis Bazzana,44213471,2B,4500,ATH@CLE 09/20/2026 01:40PM ET,CLE,7.77
,,,,,,,,,,,OF,Angel Martinez (44213473),Angel Martinez,44213473,OF,4500,ATH@CLE 09/20/2026 01:40PM ET,CLE,7.04
,,,,,,,,,,,SS,Jeremy Pena (44213472),Jeremy Pena,44213472,SS,4500,ATL@HOU 09/20/2026 02:10PM ET,HOU,8.51
,,,,,,,,,,,C,Carter Jensen (44213474),Carter Jensen,44213474,C,4500,KC@PIT 09/20/2026 01:35PM ET,KC,7.30
,,,,,,,,,,,3B,Kazuma Okamoto (44213481),Kazuma Okamoto,44213481,3B,4400,TOR@TEX 09/20/2026 02:35PM ET,TOR,7.54
,,,,,,,,,,,OF,Roman Anthony (44213477),Roman Anthony,44213477,OF,4400,BOS@TB 09/20/2026 01:40PM ET,BOS,6.82
,,,,,,,,,,,OF,Sam Antonacci (44213478),Sam Antonacci,44213478,OF,4400,DET@CWS 09/20/2026 02:10PM ET,CWS,7.15
,,,,,,,,,,,C,Shea Langeliers (44213480),Shea Langeliers,44213480,C,4400,ATH@CLE 09/20/2026 01:40PM ET,ATH,8.39
,,,,,,,,,,,1B,Ryan O'Hearn (44213479),Ryan O'Hearn,44213479,1B,4400,KC@PIT 09/20/2026 01:35PM ET,PIT,7.75
,,,,,,,,,,,2B/SS,JJ Wetherholt (44213475),JJ Wetherholt,44213475,2B/SS,4400,WSH@STL 09/20/2026 02:15PM ET,STL,7.68
,,,,,,,,,,,OF,George Springer (44213485),George Springer,44213485,OF,4300,TOR@TEX 09/20/2026 02:35PM ET,TOR,7.21
,,,,,,,,,,,C,Liam Hicks (44213487),Liam Hicks,44213487,C,4300,BOS@TB 09/20/2026 01:40PM ET,TB,7.25
,,,,,,,,,,,OF,Ceddanne Rafaela (44213753),Ceddanne Rafaela,44213753,OF,4300,BOS@TB 09/20/2026 01:40PM ET,BOS,7.86
,,,,,,,,,,,1B,Josh Naylor (44213482),Josh Naylor,44213482,1B,4300,SEA@COL 09/20/2026 03:10PM ET,SEA,7.15
,,,,,,,,,,,2B,Adael Amador (44213484),Adael Amador,44213484,2B,4300,SEA@COL 09/20/2026 03:10PM ET,COL,7.71
,,,,,,,,,,,3B/SS,Maikel Garcia (44213488),Maikel Garcia,44213488,3B/SS,4300,KC@PIT 09/20/2026 01:35PM ET,KC,6.70
,,,,,,,,,,,OF,Daylen Lile (44213483),Daylen Lile,44213483,OF,4300,WSH@STL 09/20/2026 02:15PM ET,WSH,7.76
,,,,,,,,,,,OF,Carson Benge (44213486),Carson Benge,44213486,OF,4300,PHI@NYM 09/20/2026 01:10PM ET,NYM,7.77
,,,,,,,,,,,1B,Vladimir Guerrero Jr. (44213493),Vladimir Guerrero Jr.,44213493,1B,4200,TOR@TEX 09/20/2026 02:35PM ET,TOR,6.69
,,,,,,,,,,,OF,Ian Happ (44213495),Ian Happ,44213495,OF,4200,CHC@CIN 09/20/2026 01:40PM ET,CHC,7.17
,,,,,,,,,,,3B,Eugenio Suarez (44213496),Eugenio Suarez,44213496,3B,4200,CHC@CIN 09/20/2026 01:40PM ET,CIN,6.82
,,,,,,,,,,,C,Dillon Dingler (44213490),Dillon Dingler,44213490,C,4200,DET@CWS 09/20/2026 02:10PM ET,DET,7.45
,,,,,,,,,,,OF,Chase DeLauter (44213494),Chase DeLauter,44213494,OF,4200,ATH@CLE 09/20/2026 01:40PM ET,CLE,7.89
,,,,,,,,,,,1B,TJ Rumfield (44213491),TJ Rumfield,44213491,1B,4200,SEA@COL 09/20/2026 03:10PM ET,COL,7.26
,,,,,,,,,,,3B,Willi Castro (44213755),Willi Castro,44213755,3B,4200,SEA@COL 09/20/2026 03:10PM ET,COL,7.24
,,,,,,,,,,,OF,Joshua Baez (44213754),Joshua Baez,44213754,OF,4200,WSH@STL 09/20/2026 02:15PM ET,STL,7.86
,,,,,,,,,,,SS,Trea Turner (44213492),Trea Turner,44213492,SS,4200,PHI@NYM 09/20/2026 01:10PM ET,PHI,7.67
,,,,,,,,,,,OF,Wyatt Langford (44213497),Wyatt Langford,44213497,OF,4100,TOR@TEX 09/20/2026 02:35PM ET,TEX,8.25
,,,,,,,,,,,SS,Dansby Swanson (44213499),Dansby Swanson,44213499,SS,4100,CHC@CIN 09/20/2026 01:40PM ET,CHC,7.71
,,,,,,,,,,,OF,Lazaro Montes (44213498),Lazaro Montes,44213498,OF,4100,SEA@COL 09/20/2026 03:10PM ET,SEA,6
,,,,,,,,,,,2B/3B,Connor Norby (44213503),Connor Norby,44213503,2B/3B,4100,SEA@COL 09/20/2026 03:10PM ET,COL,6.12
,,,,,,,,,,,OF,Michael Harris II (44213502),Michael Harris II,44213502,OF,4100,ATL@HOU 09/20/2026 02:10PM ET,ATL,7.82
,,,,,,,,,,,1B/C,Rafael Flores Jr. (44213500),Rafael Flores Jr.,44213500,C/1B,4100,KC@PIT 09/20/2026 01:35PM ET,PIT,6.60
,,,,,,,,,,,RP,Jose Rodriguez (44214187),Jose Rodriguez,44214187,P,4000,TOR@TEX 09/20/2026 02:35PM ET,TOR,7.15
,,,,,,,,,,,RP,Gavin Collyer (44214208),Gavin Collyer,44214208,P,4000,TOR@TEX 09/20/2026 02:35PM ET,TEX,2.16
,,,,,,,,,,,RP,Louis Varland (44214221),Louis Varland,44214221,P,4000,TOR@TEX 09/20/2026 02:35PM ET,TOR,4.50
,,,,,,,,,,,RP,Robert Garcia (44214235),Robert Garcia,44214235,P,4000,TOR@TEX 09/20/2026 02:35PM ET,TEX,2.48
,,,,,,,,,,,RP,Peyton Gray (44214239),Peyton Gray,44214239,P,4000,TOR@TEX 09/20/2026 02:35PM ET,TEX,3.57
,,,,,,,,,,,RP,Yimi Garcia (44214266),Yimi Garcia,44214266,P,4000,TOR@TEX 09/20/2026 02:35PM ET,TOR,0
,,,,,,,,,,,RP,Ben Peoples (44214302),Ben Peoples,44214302,P,4000,TOR@TEX 09/20/2026 02:35PM ET,TEX,2.06
,,,,,,,,,,,RP,Chad Dallas (44214305),Chad Dallas,44214305,P,4000,TOR@TEX 09/20/2026 02:35PM ET,TOR,6.91
,,,,,,,,,,,RP,John Klein (44214331),John Klein,44214331,P,4000,TOR@TEX 09/20/2026 02:35PM ET,TOR,1.85
,,,,,,,,,,,RP,Brendan Cellucci (44214332),Brendan Cellucci,44214332,P,4000,TOR@TEX 09/20/2026 02:35PM ET,TOR,5.93
,,,,,,,,,,,RP,Jalen Beeks (44214337),Jalen Beeks,44214337,P,4000,TOR@TEX 09/20/2026 02:35PM ET,TEX,2.24
,,,,,,,,,,,RP,Carter Baumler (44214365),Carter Baumler,44214365,P,4000,TOR@TEX 09/20/2026 02:35PM ET,TEX,3.54
,,,,,,,,,,,RP,Chris Martin (44214368),Chris Martin,44214368,P,4000,TOR@TEX 09/20/2026 02:35PM ET,TEX,0.54
,,,,,,,,,,,RP,Paul Sewald (44214384),Paul Sewald,44214384,P,4000,TOR@TEX 09/20/2026 02:35PM ET,TOR,2.36
,,,,,,,,,,,RP,Robby Ahlstrom (44214392),Robby Ahlstrom,44214392,P,4000,TOR@TEX 09/20/2026 02:35PM ET,TEX,1.80
,,,,,,,,,,,RP,Joe Mantiply (44214397),Joe Mantiply,44214397,P,4000,TOR@TEX 09/20/2026 02:35PM ET,TOR,2.89
,,,,,,,,,,,RP,Tyler Rogers (44214400),Tyler Rogers,44214400,P,4000,TOR@TEX 09/20/2026 02:35PM ET,TOR,2.34
,,,,,,,,,,,RP,Brendon Little (44214402),Brendon Little,44214402,P,4000,TOR@TEX 09/20/2026 02:35PM ET,TOR,2.57
,,,,,,,,,,,RP,CJ Van Eyk (44214410),CJ Van Eyk,44214410,P,4000,TOR@TEX 09/20/2026 02:35PM ET,TOR,0.65
,,,,,,,,,,,RP,Emiliano Teodo (44214412),Emiliano Teodo,44214412,P,4000,TOR@TEX 09/20/2026 02:35PM ET,TEX,-1.25
